"user_id","item_ids"
"user_4550","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_8776","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_8642","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_10628","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_1158","event_223,event_284,event_953,event_1009,event_1390,event_76,event_151,event_191,event_221,event_1308"
"user_2521","event_200,event_129,event_466,event_80,event_727,event_1525,event_502,event_573,event_569,event_53"
"user_9176","event_122,event_378,event_570,event_818,event_983,event_1541,event_52,event_193,event_306,event_4593"
"user_8195","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_7194","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_1146","event_449,event_674,event_16,event_57,event_135,event_185,event_223,event_284,event_292,event_601"
"user_3255","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_10608","event_682,event_569,event_183,event_595,event_151,event_825,event_953,event_99,event_215,event_671"
"user_983","event_151,event_595,event_183,event_569,event_1802,event_682,event_427,event_817,event_1380,event_825"
"user_1490","event_52,event_193,event_306,event_4593,event_561,event_893,event_1464,event_1470,event_1559,event_1706"
"user_1624","event_152,event_16,event_57,event_135,event_608,event_657,event_1548,event_1854,event_108,event_71"
"user_8718","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_6950","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_7961","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_3979","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_10349","event_601,event_168,event_336,event_1189,event_1320,event_2953,event_1218,event_1715,event_2171,event_2846"
"user_9386","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_4370","event_122,event_1650,event_196,event_72,event_957,event_44,event_1092,event_1964,event_1036,event_718"
"user_7379","event_1028,event_76,event_387,event_1650,event_27,event_67,event_44,event_681,event_1232,event_1036"
"user_7893","event_200,event_129,event_466,event_843,event_857,event_2239,event_52,event_193,event_306,event_4593"
"user_2470","event_1122,event_495,event_838,event_378,event_2846,event_349,event_1715,event_325,event_336,event_1320"
"user_3677","event_1470,event_52,event_193,event_306,event_4593,event_561,event_893,event_1464,event_1559,event_1706"
"user_5203","event_387,event_196,event_718,event_957,event_1964,event_1036,event_1092,event_53,event_884,event_27"
"user_7347","event_716,event_1410,event_2056,event_843,event_2321,event_2317,event_157,event_733,event_1128,event_1154"
"user_9018","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_10321","event_196,event_957,event_884,event_53,event_1964,event_72,event_718,event_1092,event_67,event_1036"
"user_5018","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_3741","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_2617","event_200,event_129,event_466,event_80,event_727,event_1525,event_266,event_502,event_135,event_1854"
"user_1647","event_1128,event_212,event_806,event_191,event_70,event_34,event_215,event_570,event_2321,event_338"
"user_63","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_5723","event_196,event_957,event_884,event_53,event_1964,event_72,event_718,event_1092,event_67,event_1036"
"user_2923","event_84,event_16,event_57,event_135,event_608,event_657,event_1548,event_2,event_266,event_565"
"user_3085","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_10000","event_570,event_1802,event_70,event_1396,event_983,event_262,event_212,event_714,event_806,event_191"
"user_5313","event_849,event_727,event_750,event_808,event_573,event_814,event_447,event_302,event_818,event_119"
"user_3641","event_681,event_56,event_1232,event_1910,event_865,event_199,event_706,event_157,event_222,event_688"
"user_3246","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_3560","event_674,event_449,event_2321,event_2317,event_157,event_292,event_716,event_733,event_1128,event_1154"
"user_6596","event_157,event_733,event_1128,event_1099,event_302,event_659,event_808,event_599,event_447,event_7"
"user_10443","event_466,event_200,event_129,event_80,event_727,event_1525,event_502,event_573,event_569,event_53"
"user_8300","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_833","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_4253","event_1410,event_2056,event_716,event_843,event_65,event_99,event_177,event_215,event_671,event_907"
"user_6574","event_1086,event_1308,event_200,event_129,event_466,event_759,event_80,event_505,event_247,event_727"
"user_9359","event_200,event_129,event_466,event_843,event_857,event_2239,event_52,event_193,event_306,event_4593"
"user_9466","event_1748,event_865,event_117,event_2317,event_30,event_100,event_463,event_1154,event_156,event_751"
"user_802","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_5434","event_2036,event_152,event_1819,event_119,event_245,event_849,event_1854,event_280,event_775,event_812"
"user_372","event_349,event_80,event_2846,event_1320,event_1715,event_1218,event_336,event_2953,event_2171,event_168"
"user_453","event_1637,event_200,event_129,event_466,event_80,event_727,event_1525,event_502,event_573,event_569"
"user_3987","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_7734","event_72,event_67,event_53,event_1036,event_44,event_1092,event_718,event_27,event_957,event_884"
"user_2675","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_2438","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_602","event_1028,event_76,event_387,event_1650,event_1092,event_44,event_27,event_67,event_1036,event_884"
"user_4218","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_516","event_65,event_338,event_71,event_262,event_751,event_1802,event_102,event_34,event_177,event_215"
"user_585","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_4709","event_495,event_1122,event_838,event_378,event_349,event_1320,event_2171,event_1218,event_2953,event_168"
"user_2276","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_8063","event_716,event_843,event_2321,event_2317,event_157,event_733,event_1128,event_1154,event_259,event_950"
"user_3002","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_4972","event_714,event_857,event_998,event_53,event_1486,event_27,event_67,event_1964,event_72,event_827"
"user_6693","event_152,event_1819,event_119,event_245,event_849,event_1854,event_52,event_193,event_306,event_4593"
"user_6844","event_674,event_435,event_152,event_449,event_1819,event_119,event_245,event_292,event_849,event_1854"
"user_2966","event_200,event_129,event_466,event_843,event_857,event_2239,event_52,event_193,event_306,event_4593"
"user_4840","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_6499","event_122,event_378,event_570,event_818,event_983,event_1541,event_52,event_193,event_306,event_4593"
"user_5477","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_6973","event_152,event_1819,event_119,event_245,event_849,event_1854,event_52,event_193,event_306,event_4593"
"user_8338","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_6543","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_199","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_52,event_193,event_306"
"user_4450","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_8766","event_196,event_957,event_884,event_53,event_1964,event_72,event_718,event_1092,event_67,event_1036"
"user_3985","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_9218","event_1122,event_495,event_838,event_378,event_2846,event_349,event_1715,event_325,event_336,event_1320"
"user_3593","event_76,event_387,event_718,event_196,event_27,event_1036,event_957,event_884,event_1964,event_44"
"user_9257","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_7891","event_1122,event_495,event_838,event_378,event_601,event_1911,event_1967,event_168,event_692,event_325"
"user_1451","event_544,event_918,event_65,event_907,event_24,event_338,event_1029,event_1574,event_505,event_71"
"user_8151","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_2723","event_200,event_2321,event_2317,event_129,event_157,event_466,event_716,event_733,event_843,event_857"
"user_6212","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_8959","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_2613","event_100,event_2,event_117,event_920,event_817,event_57,event_1108,event_30,event_463,event_1513"
"user_3794","event_838,event_1122,event_495,event_378,event_2953,event_2171,event_1218,event_325,event_168,event_1715"
"user_3444","event_76,event_27,event_718,event_44,event_884,event_53,event_1036,event_1092,event_67,event_957"
"user_4297","event_387,event_718,event_196,event_1036,event_957,event_67,event_53,event_1964,event_72,event_1092"
"user_1495","event_157,event_222,event_122,event_570,event_818,event_1541,event_70,event_49,event_151,event_462"
"user_9440","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_5697","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_4892","event_838,event_1122,event_495,event_378,event_2953,event_2171,event_1218,event_325,event_168,event_1715"
"user_8156","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_3822","event_122,event_378,event_570,event_818,event_983,event_1541,event_52,event_193,event_306,event_4593"
"user_3820","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_2526","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_3555","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_3063","event_2846,event_1715,event_349,event_2953,event_1218,event_336,event_1320,event_2171,event_168,event_1189"
"user_1560","event_196,event_957,event_884,event_53,event_1964,event_72,event_718,event_1092,event_67,event_1036"
"user_3982","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_2118","event_682,event_569,event_183,event_595,event_151,event_825,event_953,event_99,event_215,event_671"
"user_6800","event_1637,event_222,event_688,event_825,event_1028,event_1108,event_706,event_69,event_457,event_34"
"user_6960","event_2953,event_2171,event_1218,event_168,event_1715,event_1320,event_336,event_1189,event_2846,event_349"
"user_6409","event_2846,event_349,event_1715,event_336,event_1320,event_1218,event_2953,event_168,event_1189,event_2171"
"user_1992","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_985","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_5534","event_1304,event_76,event_222,event_223,event_284,event_688,event_825,event_953,event_1009,event_1028"
"user_5953","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_7694","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_7086","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_8474","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_4414","event_2846,event_349,event_1715,event_336,event_1320,event_1218,event_2953,event_168,event_1189,event_2171"
"user_7365","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_10099","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_1797","event_52,event_193,event_306,event_4593,event_561,event_893,event_1464,event_1470,event_1559,event_1706"
"user_4644","event_1470,event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108"
"user_10262","event_682,event_569,event_183,event_595,event_151,event_825,event_953,event_99,event_215,event_671"
"user_8689","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_2702","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_6612","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_8523","event_890,event_2317,event_1154,event_156,event_1335,event_338,event_117,event_1029,event_1009,event_1099"
"user_1725","event_151,event_16,event_57,event_122,event_135,event_185,event_223,event_284,event_378,event_570"
"user_8533","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_337","event_544,event_918,event_857,event_2239,event_1463,event_998,event_24,event_597,event_1607,event_565"
"user_5990","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_3460","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_5264","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_7030","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_3157","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_1904","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_3193","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_5806","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_10191","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_5750","event_463,event_505,event_247,event_1548,event_825,event_569,event_183,event_1086,event_682,event_759"
"user_7135","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_1672","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_10441","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_2006","event_34,event_191,event_212,event_806,event_70,event_215,event_570,event_1128,event_1396,event_262"
"user_2224","event_838,event_1122,event_495,event_378,event_2953,event_2171,event_1218,event_325,event_168,event_1715"
"user_8148","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_5797","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_1621","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_6433","event_1232,event_681,event_56,event_1910,event_223,event_284,event_953,event_1009,event_1390,event_199"
"user_3112","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_384","event_2093,event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_52,event_193"
"user_2172","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_8159","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_3048","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_7892","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_1385","event_1331,event_885,event_388,event_65,event_907,event_338,event_1029,event_505,event_71,event_917"
"user_2720","event_2846,event_682,event_1715,event_349,event_336,event_151,event_1320,event_1189,event_1218,event_2953"
"user_8974","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_4089","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_6806","event_857,event_2239,event_569,event_183,event_1463,event_998,event_597,event_1607,event_595,event_682"
"user_5655","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_7552","event_1218,event_168,event_2171,event_349,event_1320,event_2953,event_1715,event_2846,event_336,event_1189"
"user_9978","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_4825","event_1308,event_1086,event_119,event_245,event_849,event_247,event_759,event_505,event_727,event_49"
"user_5946","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_877","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_7727","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_844","event_122,event_570,event_818,event_1541,event_70,event_49,event_151,event_462,event_1650,event_1515"
"user_3070","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_8750","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_1571","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_2955","event_325,event_1819,event_2846,event_349,event_1715,event_1122,event_336,event_495,event_1320,event_1218"
"user_8089","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_8501","event_1331,event_885,event_388,event_152,event_1854,event_427,event_544,event_1773,event_247,event_1884"
"user_7904","event_447,event_814,event_750,event_573,event_808,event_727,event_302,event_818,event_849,event_222"
"user_6745","event_200,event_129,event_466,event_843,event_857,event_2239,event_52,event_193,event_306,event_4593"
"user_1574","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_1222","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_3345","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_10406","event_1232,event_681,event_56,event_1910,event_223,event_284,event_953,event_1009,event_1390,event_199"
"user_8784","event_2093,event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_52,event_193"
"user_10170","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_10297","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_3914","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_5772","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_2618","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_6853","event_601,event_168,event_336,event_1033,event_1189,event_1320,event_2953,event_1218,event_1715,event_2171"
"user_8595","event_953,event_151,event_16,event_57,event_135,event_608,event_657,event_1548,event_595,event_183"
"user_1962","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_4162","event_262,event_751,event_1802,event_102,event_338,event_71,event_65,event_34,event_1396,event_191"
"user_6719","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_9203","event_122,event_378,event_570,event_818,event_983,event_1541,event_52,event_193,event_306,event_4593"
"user_2238","event_838,event_1122,event_495,event_378,event_1218,event_2953,event_168,event_2171,event_1911,event_1715"
"user_5310","event_1232,event_56,event_681,event_1910,event_122,event_570,event_818,event_1541,event_70,event_199"
"user_8753","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_3336","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_4173","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_6967","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_8136","event_1773,event_1601,event_16,event_152,event_1854,event_427,event_201,event_544,event_247,event_1884"
"user_8556","event_200,event_129,event_466,event_843,event_857,event_2239,event_52,event_193,event_306,event_4593"
"user_7598","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_3011","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_7415","event_349,event_1320,event_2171,event_1218,event_2953,event_168,event_336,event_1715,event_1189,event_2846"
"user_1297","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_5682","event_1911,event_1819,event_1189,event_495,event_1122,event_1320,event_336,event_325,event_2953,event_1218"
"user_648","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_2324","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_1671","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_2835","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_9804","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_1170","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_1391","event_1470,event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_52,event_193"
"user_5803","event_1189,event_2171,event_336,event_1715,event_2953,event_1218,event_1320,event_168,event_2846,event_349"
"user_5679","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_5023","event_890,event_1802,event_427,event_817,event_1380,event_1009,event_1066,event_913,event_262,event_238"
"user_6466","event_152,event_1819,event_119,event_245,event_849,event_1854,event_52,event_193,event_306,event_4593"
"user_3936","event_193,event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657"
"user_511","event_1715,event_168,event_2846,event_1218,event_2171,event_336,event_2953,event_1320,event_1189,event_349"
"user_2490","event_595,event_569,event_183,event_682,event_151,event_825,event_953,event_119,event_245,event_849"
"user_5045","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_2676","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_7557","event_196,event_957,event_884,event_53,event_1964,event_72,event_718,event_1092,event_67,event_1036"
"user_10028","event_53,event_27,event_67,event_1964,event_72,event_44,event_1036,event_884,event_957,event_1092"
"user_3549","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_8250","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_3646","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_2000","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_7506","event_76,event_27,event_718,event_44,event_884,event_53,event_1036,event_1092,event_67,event_957"
"user_1649","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_4753","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_4766","event_1911,event_838,event_2953,event_2171,event_1218,event_325,event_168,event_1122,event_1715,event_1320"
"user_1785","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_6792","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_4608","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_4990","event_1470,event_52,event_193,event_306,event_4593,event_561,event_893,event_1464,event_1559,event_1706"
"user_4600","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_254","event_495,event_1122,event_838,event_378,event_349,event_1320,event_2171,event_1218,event_2953,event_168"
"user_1620","event_1730,event_157,event_733,event_1128,event_302,event_659,event_808,event_599,event_447,event_7"
"user_4772","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_894","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_1399","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_7588","event_56,event_1232,event_681,event_1910,event_200,event_129,event_466,event_199,event_80,event_727"
"user_9846","event_52,event_193,event_306,event_4593,event_561,event_893,event_1464,event_1470,event_1559,event_1706"
"user_4311","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_1000","event_200,event_129,event_466,event_80,event_727,event_1525,event_502,event_573,event_569,event_53"
"user_474","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_826","event_24,event_544,event_200,event_129,event_157,event_466,event_733,event_1128,event_1574,event_1525"
"user_4377","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_1613","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_4248","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_4845","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_9545","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_7913","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_7758","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_7938","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_3956","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_7797","event_119,event_245,event_849,event_727,event_49,event_387,event_462,event_502,event_659,event_863"
"user_7390","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_1327","event_122,event_1650,event_72,event_196,event_44,event_1964,event_27,event_957,event_1036,event_1092"
"user_4812","event_1308,event_1086,event_119,event_245,event_849,event_247,event_759,event_505,event_727,event_49"
"user_7546","event_1189,event_2171,event_336,event_1715,event_2953,event_1218,event_1320,event_168,event_2846,event_349"
"user_3110","event_84,event_152,event_16,event_57,event_135,event_608,event_657,event_1548,event_1854,event_71"
"user_3337","event_200,event_129,event_466,event_80,event_727,event_1525,event_502,event_573,event_569,event_53"
"user_9424","event_196,event_957,event_884,event_53,event_1964,event_72,event_718,event_1092,event_67,event_1036"
"user_7576","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_5211","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_2154","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_596","event_890,event_152,event_1854,event_427,event_1009,event_544,event_1773,event_247,event_1884,event_597"
"user_1013","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_1092","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_3280","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_9645","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_7788","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_4868","event_1232,event_681,event_56,event_1910,event_223,event_284,event_953,event_1009,event_1390,event_199"
"user_5956","event_601,event_168,event_336,event_1189,event_1320,event_2953,event_1218,event_1715,event_2171,event_2846"
"user_6284","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_917","event_682,event_569,event_183,event_595,event_151,event_825,event_953,event_99,event_215,event_671"
"user_10194","event_2037,event_284,event_152,event_1819,event_119,event_245,event_849,event_1854,event_280,event_775"
"user_4398","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_1923","event_2846,event_682,event_1715,event_349,event_2953,event_336,event_1218,event_1320,event_569,event_2171"
"user_275","event_215,event_806,event_24,event_34,event_191,event_212,event_70,event_570,event_1128,event_65"
